tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,text,tweet_coord,tweet_created,tweet_location,user_timezone
570063826508320769,negative,1.0,Can't Tell,1.0,United,negative,handsomanderson,Customer Service Issue,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,"[0.0, 0.0]",2015-02-23 19:33:02-08:00,"Los Vancouver, CA",Pacific Time (US & Canada)
570063574858493952,negative,1.0,Lost Luggage,1.0,United,negative,PreyingMantis02,Customer Service Issue,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,"[0.0, 0.0]",2015-02-23 19:32:02-08:00,Unknown,Unknown
570063450174464000,negative,1.0,Bad Flight,1.0,United,negative,theBRYZness,Customer Service Issue,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,"[0.0, 0.0]",2015-02-23 19:31:32-08:00,Broad & Pattison,Unknown
570063224328081408,negative,1.0,Flight Attendant Complaints,1.0,United,negative,hellojennizzle,Customer Service Issue,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool","[0.0, 0.0]",2015-02-23 19:30:38-08:00,Cornfields,London
570061339604987904,negative,0.6688,Can't Tell,0.3519,United,negative,cyberhosed,Customer Service Issue,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,"[0.0, 0.0]",2015-02-23 19:23:09-08:00,Unknown,Unknown
570060997907447810,negative,0.7,Late Flight,0.7,United,negative,CharlieGMoney,Customer Service Issue,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,"[41.98191311, -87.80888924]",2015-02-23 19:21:47-08:00,"Chicago, IL",Unknown
570059605662834688,negative,1.0,Can't Tell,0.6305,United,negative,_mhertz,Customer Service Issue,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,"[0.0, 0.0]",2015-02-23 19:16:15-08:00,Unknown,Pacific Time (US & Canada)
570059565947101184,negative,1.0,Late Flight,1.0,United,negative,whs1973,Customer Service Issue,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,"[0.0, 0.0]",2015-02-23 19:16:06-08:00,Unknown,Unknown
570059530567962624,negative,1.0,Can't Tell,1.0,United,negative,_mhertz,Customer Service Issue,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,"[0.0, 0.0]",2015-02-23 19:15:57-08:00,Unknown,Pacific Time (US & Canada)
570058986025672704,positive,0.6702,Unknown,1.0,United,negative,family6travels,Customer Service Issue,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,"[0.0, 0.0]",2015-02-23 19:13:48-08:00,Unknown,Unknown
570058190647271424,positive,0.3388,Unknown,0.0,United,negative,throthra,Customer Service Issue,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA","[0.0, 0.0]",2015-02-23 19:10:38-08:00,Unknown,Unknown
570057930332102656,positive,1.0,Unknown,1.0,United,negative,ChrisMD123,Customer Service Issue,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,"[0.0, 0.0]",2015-02-23 19:09:36-08:00,Unknown,Unknown
570057601976631296,negative,1.0,Damaged Luggage,1.0,United,negative,throthra,Customer Service Issue,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,"[0.0, 0.0]",2015-02-23 19:08:18-08:00,Unknown,Unknown
570057521353764864,negative,1.0,Bad Flight,1.0,United,negative,davidchernin,Customer Service Issue,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,"[0.0, 0.0]",2015-02-23 19:07:58-08:00,Unknown,Eastern Time (US & Canada)
570057178687475712,negative,1.0,Customer Service Issue,0.6632,United,negative,AndyA3,Customer Service Issue,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,"[0.0, 0.0]",2015-02-23 19:06:37-08:00,San Francisco,Pacific Time (US & Canada)
570056648137576449,negative,1.0,Late Flight,1.0,United,negative,kevinaom,Customer Service Issue,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks","[0.0, 0.0]",2015-02-23 19:04:30-08:00,Michigan,Eastern Time (US & Canada)
570055898367799296,negative,1.0,Cancelled Flight,0.3417,United,negative,kimberlytwaters,Customer Service Issue,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2015-02-23 19:01:31-08:00,Gainesville GA,Atlantic Time (Canada)
570055700790931456,negative,1.0,Customer Service Issue,0.6667,United,negative,JeffPKirkland,Customer Service Issue,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,"[0.0, 0.0]",2015-02-23 19:00:44-08:00,Oregon,Pacific Time (US & Canada)
570055285500469248,negative,1.0,Customer Service Issue,1.0,United,negative,BethStuever,Customer Service Issue,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?","[0.0, 0.0]",2015-02-23 18:59:05-08:00,"iPhone: 42.734546,-84.483753",Eastern Time (US & Canada)
570054647689322496,positive,1.0,Unknown,1.0,United,negative,AlexanderKrach,Customer Service Issue,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,"[0.0, 0.0]",2015-02-23 18:56:33-08:00,Unknown,Pacific Time (US & Canada)
570054574389788672,negative,1.0,Customer Service Issue,1.0,United,negative,rholbrook,Customer Service Issue,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),"[0.0, 0.0]",2015-02-23 18:56:16-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
570054360505323520,negative,1.0,Customer Service Issue,0.6633,United,negative,real_steve_ward,Customer Service Issue,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?","[0.0, 0.0]",2015-02-23 18:55:25-08:00,Chicago / Orlando / airplanes,Eastern Time (US & Canada)
570053912214024193,positive,1.0,Unknown,1.0,United,negative,thetonyblank,Customer Service Issue,@united I appreciate your efforts getting me home!,"[38.9470418, -77.4511456]",2015-02-23 18:53:38-08:00,"Denver, CO",Eastern Time (US & Canada)
570053838499143680,negative,1.0,Flight Booking Problems,0.6469,United,negative,rholbrook,Customer Service Issue,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),"[0.0, 0.0]",2015-02-23 18:53:20-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
570053734639792129,negative,1.0,Late Flight,0.3536,United,negative,CharlieGMoney,Customer Service Issue,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,"[0.0, 0.0]",2015-02-23 18:52:56-08:00,"Chicago, IL",Unknown
570053482029277184,negative,1.0,Late Flight,1.0,United,negative,stopz,Customer Service Issue,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,"[0.0, 0.0]",2015-02-23 18:51:55-08:00,Unknown,Unknown
570053417311342593,negative,1.0,Flight Attendant Complaints,1.0,United,negative,CharlieGMoney,Customer Service Issue,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,"[41.97758714, -87.91388554]",2015-02-23 18:51:40-08:00,"Chicago, IL",Unknown
570051875652767744,negative,1.0,Bad Flight,0.3458,United,negative,gguilber,Customer Service Issue,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,"[0.0, 0.0]",2015-02-23 18:45:32-08:00,Unknown,Unknown
570051265373171712,negative,1.0,Late Flight,1.0,United,negative,gguilber,Customer Service Issue,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,"[0.0, 0.0]",2015-02-23 18:43:07-08:00,Unknown,Unknown
570051191943483392,neutral,0.6684,Unknown,0.0,United,negative,Zgrinch,Customer Service Issue,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes","[0.0, 0.0]",2015-02-23 18:42:49-08:00,"iPhone: 39.201706,-106.854080",Mountain Time (US & Canada)
570050891929280512,positive,1.0,Unknown,1.0,United,negative,thetonyblank,Customer Service Issue,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..","[38.9470207, -77.4511745]",2015-02-23 18:41:38-08:00,"Denver, CO",Eastern Time (US & Canada)
570050785490419712,negative,1.0,Customer Service Issue,0.6970000000000001,United,negative,rholbrook,Customer Service Issue,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.","[0.0, 0.0]",2015-02-23 18:41:12-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
570050323017920512,neutral,0.6702,Unknown,0.0,United,negative,AndyA3,Customer Service Issue,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,"[0.0, 0.0]",2015-02-23 18:39:22-08:00,San Francisco,Pacific Time (US & Canada)
570050268588597248,negative,0.6847,Lost Luggage,0.6847,United,negative,MommyPR,Customer Service Issue,@united can you tell me how to file a claim for clothing that had to be purchased?,"[0.0, 0.0]",2015-02-23 18:39:09-08:00,Global,Pacific Time (US & Canada)
570049923858567168,negative,0.6776,Can't Tell,0.3451,United,negative,AndyA3,Customer Service Issue,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,"[0.0, 0.0]",2015-02-23 18:37:47-08:00,San Francisco,Pacific Time (US & Canada)
570049743549833216,negative,0.6354,Lost Luggage,0.6354,United,negative,MommyPR,Customer Service Issue,@united GRK13575M is the file reference,"[0.0, 0.0]",2015-02-23 18:37:04-08:00,Global,Pacific Time (US & Canada)
570049697924009984,negative,1.0,Customer Service Issue,1.0,United,negative,jlgustafson1,Customer Service Issue,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,"[0.0, 0.0]",2015-02-23 18:36:53-08:00,DEN,Unknown
570049295040307200,negative,1.0,Bad Flight,0.3525,United,negative,theKos,Customer Service Issue,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.","[0.0, 0.0]",2015-02-23 18:35:17-08:00,DC949,Pacific Time (US & Canada)
570048844702076930,negative,1.0,Can't Tell,0.3723,United,negative,MommyPR,Customer Service Issue,@united Been trying since 1230 to file a report.,"[0.0, 0.0]",2015-02-23 18:33:30-08:00,Global,Pacific Time (US & Canada)
570048726380765184,negative,1.0,Customer Service Issue,1.0,United,negative,jasonjernigan,Customer Service Issue,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,"[0.0, 0.0]",2015-02-23 18:33:02-08:00,"Raleigh, NC",Central Time (US & Canada)
570048528602374144,neutral,1.0,Unknown,1.0,United,negative,thelaurenmoore,Customer Service Issue,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,"[0.0, 0.0]",2015-02-23 18:32:14-08:00,CA,Eastern Time (US & Canada)
570045712211288064,negative,0.6644,Flight Booking Problems,0.3437,United,negative,TravelShopVT,Customer Service Issue,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,"[0.0, 0.0]",2015-02-23 18:21:03-08:00,Unknown,Eastern Time (US & Canada)
570045020402626561,negative,1.0,Bad Flight,0.6392,United,negative,Nikki62878,Customer Service Issue,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat","[0.0, 0.0]",2015-02-23 18:18:18-08:00,Unknown,Unknown
570044681670696960,positive,1.0,Unknown,1.0,United,negative,j0rdanj0nes,Customer Service Issue,@united thank you.,"[0.0, 0.0]",2015-02-23 18:16:57-08:00,Dallas,Unknown
570044554130423808,neutral,0.6641,Unknown,1.0,United,negative,momsgoodeats,Customer Service Issue,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,"[0.0, 0.0]",2015-02-23 18:16:27-08:00,#Omaha ,Central Time (US & Canada)
570044428678778880,neutral,1.0,Unknown,1.0,United,negative,momsgoodeats,Customer Service Issue,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,"[0.0, 0.0]",2015-02-23 18:15:57-08:00,#Omaha ,Central Time (US & Canada)
570044286991015936,negative,1.0,Flight Booking Problems,0.6489,United,negative,rholbrook,Customer Service Issue,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.","[0.0, 0.0]",2015-02-23 18:15:23-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
570043937244622849,neutral,1.0,Unknown,1.0,United,negative,DeputyBrans,Customer Service Issue,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,"[0.0, 0.0]",2015-02-23 18:14:00-08:00,Unknown,Unknown
570043820278050817,negative,0.3482,Cancelled Flight,0.3482,United,negative,xRaeCatherine,Customer Service Issue,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?","[0.0, 0.0]",2015-02-23 18:13:32-08:00,Unknown,Unknown
570043574097555456,negative,1.0,Can't Tell,0.6702,United,negative,mllovelace,Customer Service Issue,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,"[0.0, 0.0]",2015-02-23 18:12:33-08:00,"San Francisco, CA",Pacific Time (US & Canada)
570042013908914176,negative,1.0,Lost Luggage,0.376,United,negative,Ted_Bray,Customer Service Issue,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,"[0.0, 0.0]",2015-02-23 18:06:21-08:00,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
570041988986347521,negative,0.3721,Can't Tell,0.3721,United,negative,MommyPR,Customer Service Issue,@united Dmed you. Thank you,"[0.0, 0.0]",2015-02-23 18:06:15-08:00,Global,Pacific Time (US & Canada)
570041112624295936,positive,1.0,Unknown,1.0,United,negative,DickAltavista,Customer Service Issue,@united thanks we'll be in touch!,"[0.0, 0.0]",2015-02-23 18:02:46-08:00,Ottawa,Unknown
570040644451708930,positive,1.0,Unknown,1.0,United,negative,Clking_sf,Customer Service Issue,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,"[0.0, 0.0]",2015-02-23 18:00:55-08:00,Silicon Valley,Central Time (US & Canada)
570040251764183040,negative,1.0,Lost Luggage,1.0,United,negative,Bozboyku1,Customer Service Issue,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story","[0.0, 0.0]",2015-02-23 17:59:21-08:00,Lees Summit,Mountain Time (US & Canada)
570039756731494400,neutral,1.0,Unknown,1.0,United,negative,rdowning76,Customer Service Issue,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?","[0.0, 0.0]",2015-02-23 17:57:23-08:00,usa,Unknown
570039279050579968,neutral,0.67,Unknown,0.0,United,negative,brando_787,Customer Service Issue,@united like continental's chicken feat fairs,"[0.0, 0.0]",2015-02-23 17:55:29-08:00,"North Texas, USA",Unknown
570039094257938432,neutral,1.0,Unknown,1.0,United,negative,j0rdanj0nes,Customer Service Issue,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,"[0.0, 0.0]",2015-02-23 17:54:45-08:00,Dallas,Unknown
570038991527002112,positive,0.3427,Unknown,0.0,United,negative,NonYourBusines9,Customer Service Issue,@united I left my comment with customer care. Thanks for contacting me.,"[0.0, 0.0]",2015-02-23 17:54:21-08:00,Unknown,Unknown
570038694817767425,negative,1.0,Lost Luggage,1.0,United,negative,Ted_Bray,Customer Service Issue,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,"[0.0, 0.0]",2015-02-23 17:53:10-08:00,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
570037961020080129,negative,1.0,Lost Luggage,1.0,United,negative,Ted_Bray,Customer Service Issue,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!","[0.0, 0.0]",2015-02-23 17:50:15-08:00,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
570037336886546432,positive,1.0,Unknown,1.0,United,negative,whitterbug,Customer Service Issue,Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,"[0.0, 0.0]",2015-02-23 17:47:46-08:00,"Houston, TX",Central Time (US & Canada)
570036932270358528,positive,1.0,Unknown,1.0,United,negative,drewziIIa,Customer Service Issue,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain","[0.0, 0.0]",2015-02-23 17:46:10-08:00,Unknown,Central Time (US & Canada)
570035728832446465,negative,1.0,Lost Luggage,1.0,United,negative,MommyPR,Customer Service Issue,@united Can you please follow for a Dm on a missing bag?,"[0.0, 0.0]",2015-02-23 17:41:23-08:00,Global,Pacific Time (US & Canada)
570033778300620801,neutral,0.6659999999999999,Unknown,0.0,United,negative,throthra,Customer Service Issue,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG","[0.0, 0.0]",2015-02-23 17:33:38-08:00,Unknown,Unknown
570033627939131392,positive,1.0,Unknown,1.0,United,negative,ginanotjenna,Customer Service Issue,@united These are great fares!!!!!,"[0.0, 0.0]",2015-02-23 17:33:02-08:00,Honeoye Falls,Atlantic Time (Canada)
570033341250056193,negative,1.0,Customer Service Issue,0.6689,United,negative,dannydibiase1,Customer Service Issue,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,"[0.0, 0.0]",2015-02-23 17:31:53-08:00,Unknown,Unknown
570033309113131008,positive,0.6699,Unknown,1.0,United,negative,frqnttraveler,Customer Service Issue,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,"[0.0, 0.0]",2015-02-23 17:31:46-08:00,california,Unknown
570033062202863616,negative,1.0,Lost Luggage,0.6512,United,negative,throthra,Customer Service Issue,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,"[0.0, 0.0]",2015-02-23 17:30:47-08:00,Unknown,Unknown
570031379456643072,positive,1.0,Unknown,1.0,United,negative,goodenufmother,Customer Service Issue,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,"[0.0, 0.0]",2015-02-23 17:24:06-08:00,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
570031098513592320,negative,1.0,Lost Luggage,1.0,United,negative,tpensari,Customer Service Issue,@united where's my damn bag??,"[0.0, 0.0]",2015-02-23 17:22:59-08:00,Unknown,Unknown
570031016800161792,negative,1.0,Lost Luggage,1.0,United,negative,tpensari,Customer Service Issue,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,"[0.0, 0.0]",2015-02-23 17:22:39-08:00,Unknown,Unknown
570030715900792832,neutral,1.0,Unknown,1.0,United,negative,AlexanderKrach,Customer Service Issue,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,"[0.0, 0.0]",2015-02-23 17:21:27-08:00,Unknown,Pacific Time (US & Canada)
570027321178099712,neutral,0.6479,Unknown,0.0,United,negative,startupstella,Customer Service Issue,@united how is Mexico not international from the us?,"[0.0, 0.0]",2015-02-23 17:07:58-08:00,"Chicago, IL",Central Time (US & Canada)
570026514923675648,negative,1.0,Customer Service Issue,0.3639,United,negative,tpensari,Customer Service Issue,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,"[0.0, 0.0]",2015-02-23 17:04:46-08:00,Unknown,Unknown
570024703256956929,negative,1.0,Flight Attendant Complaints,0.6634,United,negative,gregriv,Customer Service Issue,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,"[0.0, 0.0]",2015-02-23 16:57:34-08:00,"Cleveland, OH",Unknown
570023321904943105,negative,1.0,Cancelled Flight,0.6669,United,negative,whitterbug,Customer Service Issue,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,"[0.0, 0.0]",2015-02-23 16:52:05-08:00,"Houston, TX",Central Time (US & Canada)
570023232851419136,negative,1.0,Customer Service Issue,0.6816,United,negative,gregriv,Customer Service Issue,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,"[0.0, 0.0]",2015-02-23 16:51:43-08:00,"Cleveland, OH",Unknown
570023071698055168,negative,0.6774,Bad Flight,0.3441,United,negative,nbhdsheila,Customer Service Issue,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,"[0.0, 0.0]",2015-02-23 16:51:05-08:00,Boston,Eastern Time (US & Canada)
570022715072983041,negative,1.0,Cancelled Flight,0.3603,United,negative,Apollochplayers,Customer Service Issue,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,"[0.0, 0.0]",2015-02-23 16:49:40-08:00,"Houston, TX",Unknown
570022372901847042,neutral,0.3435,Unknown,0.0,United,negative,goodenufmother,Customer Service Issue,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,"[0.0, 0.0]",2015-02-23 16:48:18-08:00,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
570022345424834560,negative,1.0,Late Flight,0.6559,United,negative,hefeman,Customer Service Issue,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,"[0.0, 0.0]",2015-02-23 16:48:12-08:00,Austin,Central Time (US & Canada)
570021376024813568,neutral,0.6788,Unknown,0.0,United,negative,goodenufmother,Customer Service Issue,@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,"[0.0, 0.0]",2015-02-23 16:44:21-08:00,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
570021075355963392,negative,0.6803,Customer Service Issue,0.6803,United,negative,bartha75,Customer Service Issue,"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.","[0.0, 0.0]",2015-02-23 16:43:09-08:00,san diego,Unknown
570020852210774016,positive,1.0,Unknown,1.0,United,negative,jalvich,Customer Service Issue,@united thank you. I flew into Newark from Vail/Eagle.,"[0.0, 0.0]",2015-02-23 16:42:16-08:00,Unknown,Eastern Time (US & Canada)
570020275150049281,negative,0.6914,Customer Service Issue,0.3704,United,negative,bartha75,Customer Service Issue,@united  i have a weekend of dealing with your company that would say otherwise.,"[0.0, 0.0]",2015-02-23 16:39:58-08:00,san diego,Unknown
570019785788022785,negative,1.0,Bad Flight,0.352,United,negative,goodenufmother,Customer Service Issue,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,"[0.0, 0.0]",2015-02-23 16:38:02-08:00,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
570019476235788288,negative,1.0,Lost Luggage,0.366,United,negative,jalvich,Customer Service Issue,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.","[0.0, 0.0]",2015-02-23 16:36:48-08:00,Unknown,Eastern Time (US & Canada)
570018445695148033,negative,1.0,Customer Service Issue,0.6559999999999999,United,negative,tpensari,Customer Service Issue,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,"[0.0, 0.0]",2015-02-23 16:32:42-08:00,Unknown,Unknown
570018278946394112,neutral,0.6557,Unknown,1.0,United,negative,lovejodierose,Customer Service Issue,@united please upload the March on-demand entertainment listing on your website! ✈️,"[0.0, 0.0]",2015-02-23 16:32:02-08:00,"melbourne, australia",London
570018079993937920,negative,0.6482,Customer Service Issue,0.3294,United,negative,CharlieGMoney,Customer Service Issue,@united So you are inadequate by accident?,"[40.68545235, -74.18374208]",2015-02-23 16:31:15-08:00,"Chicago, IL",Unknown
570016325667557376,positive,1.0,Unknown,1.0,United,negative,RockinMikeW,Customer Service Issue,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,"[0.0, 0.0]",2015-02-23 16:24:17-08:00,Unknown,Unknown
570016198747758593,positive,1.0,Unknown,1.0,United,negative,MirandaAtx,Customer Service Issue,@united Thank you for responding so quickly with a helpful tool! @dustyob,"[0.0, 0.0]",2015-02-23 16:23:46-08:00,"Houston, TX",Central Time (US & Canada)
570016052895092736,negative,1.0,Customer Service Issue,0.6566,United,negative,tclarktweets,Customer Service Issue,@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,"[0.0, 0.0]",2015-02-23 16:23:12-08:00,"San Francisco, CA ",Unknown
570014689322643456,negative,1.0,Flight Attendant Complaints,0.6551,United,negative,CengageTeamUP,Customer Service Issue,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,"[0.0, 0.0]",2015-02-23 16:17:46-08:00,Unknown,Eastern Time (US & Canada)
570014406320517120,negative,1.0,Bad Flight,0.6656,United,negative,brooklyn_dodger,Customer Service Issue,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,"[0.0, 0.0]",2015-02-23 16:16:39-08:00,Brooklyn,Eastern Time (US & Canada)
570014190498287616,negative,1.0,Customer Service Issue,0.6726,United,negative,SmartBlondeSolu,Customer Service Issue,@united ...and when that doesn't work...,"[0.0, 0.0]",2015-02-23 16:15:48-08:00,"Fort Worth, Texas",Central Time (US & Canada)
570012706704662528,neutral,0.6511,Unknown,0.0,United,negative,koploperfan1992,Customer Service Issue,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now","[51.3228181, 5.3576138]",2015-02-23 16:09:54-08:00,Winterfell,Unknown
570011505237716993,negative,1.0,Flight Booking Problems,1.0,United,negative,frqnttraveler,Customer Service Issue,@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,"[0.0, 0.0]",2015-02-23 16:05:07-08:00,california,Unknown
570011417249759233,negative,0.7083,Lost Luggage,0.375,United,negative,jalvich,Customer Service Issue,"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.","[0.0, 0.0]",2015-02-23 16:04:46-08:00,Unknown,Eastern Time (US & Canada)
570010976608780288,negative,1.0,Lost Luggage,0.6667,United,negative,MikeShor,Customer Service Issue,@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,"[0.0, 0.0]",2015-02-23 16:03:01-08:00,"Coventry, Connecticut",Eastern Time (US & Canada)
570009743160254464,neutral,1.0,Unknown,1.0,United,negative,SmartBlondeSolu,Customer Service Issue,@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!,"[0.0, 0.0]",2015-02-23 15:58:07-08:00,"Fort Worth, Texas",Central Time (US & Canada)
570009034385805312,neutral,0.6832,Unknown,1.0,United,negative,family6travels,Customer Service Issue,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,"[0.0, 0.0]",2015-02-23 15:55:18-08:00,Unknown,Unknown
570008443626647552,negative,1.0,Can't Tell,0.3477,United,negative,kabell87,Customer Service Issue,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,"[0.0, 0.0]",2015-02-23 15:52:57-08:00,Unknown,Unknown
